pseudoprofile_id,role,var_id,source_variable_id,label,ontology_path,domain,priority,polarity,measurement_mode,measurement_channel,assessment_type,measurement_item_or_signal,measurement_scale_or_unit,sampling_per_day,recall_window,expected_variability
pseudoprofile_FTC_ID040,predictor,P03,,Goal management training / mastery planning,'[PSYCHO] / cognitive_and_metacognitive_interventions / cognitive_remediation_and_rehabilitation / *goal_management_training',PSYCHO,MED,,EMA_self_report,Mobile_EMA_App,momentary,How confident are you in planning and initiating planned activities in the next few hours? 1-9 scale.,1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID040,predictor,P04,,Mindfulness-based stress regulation / uncertainty tolerance,'[PSYCHO] / third_wave_and_contextual_therapies / mindfulness_based_interventions / applied_mindfulness_for_stress_and_reactivity / *mindful_response_to_stress_practice',PSYCHO,MED,,EMA_self_report,Mobile_EMA_App,momentary,"In the last hour, how would you rate your engagement with a brief mindfulness/acceptance practice? 1-9 (1 = none, 9 = full engagement).",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID040,predictor,P05,,Sleep circadian optimization / sleep routine adherence,'[BIO] > Sleep_Circadian_and_Restoration > Circadian_Entrainment',BIO,MED,,passive_phone_sensor,Phone_sleep_sensors,passive_daily_aggregate,Sleep onset time; wake time; sleep efficiency (derived from device sensors).,minutes; minutes; percent,1,past_24_hours,high
pseudoprofile_FTC_ID033,criterion,C01,custom,Forgetting to eat during the day,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,momentary,"During the current daytime period, to what extent did you forget to eat or skip meals today? (1=not at all to 9=extremely often)",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID033,criterion,C02,custom,Large hunger increase at night (compensatory starvation),,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,momentary,"In the evening/night, how strong is your hunger compared with the daytime? (1=not hungry to 9=extremely hungry)",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID033,criterion,C03,custom,Making poor food choices when very hungry,,,MED,higher_is_worse,EMA_self_report,smartphone EMA app,momentary,"When very hungry at night, how often do you choose energy-dense or less nutritious foods? (1=never to 9=very often)",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID033,criterion,C04,custom,Perceived breakdown of internal hunger cues,,,MED,higher_is_worse,EMA_self_report,smartphone EMA app,momentary,"Today, to what extent do you feel your hunger cues are reliable or accurate? (1=very reliable to 9=not reliable at all)",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID033,criterion,C05,custom,Lack of intentional food restriction or dieting,,,MED,unknown,EMA_self_report,smartphone EMA app,momentary,"Today, did you intentionally restrict calories or follow any diet rules? (1=not at all to 9=absolutely yes)",1-9,6,since_last_prompt,medium
pseudoprofile_FTC_ID033,criterion,C06,custom,Daytime attention/organizational factors contributing to missed meals,,,MED,higher_is_worse,EMA_self_report,smartphone EMA app,momentary,"Today, how well were you able to plan or attend to meal timing (e.g., reminders, structure) during daytime? (1=not at all organized to 9=very organized)",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID033,predictor,P01,,Meal_Planning_Structure,BIO / nutrition_hydration_and_metabolic_health / meal_planning_and_structure,BIO,HIGH,,EMA_self_report,smartphone EMA app,momentary,"Today, did you plan to eat at scheduled times (meals/snacks)?",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID033,predictor,P02,,Mindful_Eating_Practice,PSYCHO / third_wave_and_contextual_therapies / mindfulness_skills / *mindful_eating_practice,PSYCHO,MED,,EMA_self_report,smartphone EMA app,momentary,"Today, did you practice mindful eating (checking hunger/fullness cues before meals)?",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID033,predictor,P03,,Environment_Design_For_Eating,BIO / nutrition_hydration_and_metabolic_health / environment_design_for_eating,BIO,MED,,EMA_self_report,smartphone EMA app,momentary,"Today, was your eating environment designed to support healthy choices (e.g., no tempting foods within easy reach)?",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID033,predictor,P04,,Planned_Snack_Structure,BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / *planned_snack_structure,BIO,MED,,EMA_self_report,smartphone EMA app,momentary,Did you plan a snack today at a specific time? (1=not planned to 9=fully planned),1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID018,criterion,C01,custom,Evening-onset persistent bleak/empty mood,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Right now, in this evening moment, how strongly are you feeling empty or heavy/bleak? (1=not at all, 9=extremely)",1-9 Likert,2,since_last_prompt,medium
pseudoprofile_FTC_ID018,criterion,C02,custom,Low outward emotional expression (non-crying distress),,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Right now, how distressed do you feel without outward signs like crying or breakdown? (1=not at all, 9=extremely)",1-9 Likert,2,since_last_prompt,medium
pseudoprofile_FTC_ID018,criterion,C03,custom,Prolonged passive smartphone use in evenings,,,HIGH,higher_is_worse,passive_phone_sensor,Smartphone screen time logs,passive_daily_aggregate,"Total minutes of passive scrolling on device during evening window (e.g., 6pm–10pm)",minutes,1,past_day,medium
pseudoprofile_FTC_ID018,criterion,C04,custom,Perceived low energy / high effort barrier to other activities,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,end_of_day,"Today, rate how hard it felt to start or do other activities this evening (1=not at all hard, 9=extremely hard)",1-9 Likert,1,today,medium
pseudoprofile_FTC_ID018,criterion,C05,custom,Avoidant coping function of phone use,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,end_of_day,"Today, to what extent did you use phone scrolling primarily to avoid or escape evening feelings? (1=not at all, 9=very much)",1-9 Likert,1,today,medium
pseudoprofile_FTC_ID018,predictor,P01,,Evening_Behavioral_Activation_Schedule,PSYCHO / Behavioral Activation / Evening Activation,PSYCHO,HIGH,,EMA_self_report,Smartphone EMA app,momentary,"In the last 2 hours, how engaged were you in your planned evening activities? (1-9)",1-9 Likert,2,since_last_prompt,medium
pseudoprofile_FTC_ID018,predictor,P02,,Evening_ScreenTime_Reduction,BIO / Sleep circadian & restoration / Sleep routines,SOCIAL,MED,,passive_phone_sensor,Smartphone screen time logs,passive_daily_aggregate,Total minutes of screen time during the evening window (6pm–10pm),minutes,1,past_day,medium
pseudoprofile_FTC_ID018,predictor,P03,,Morning_Light_Exposure_and_Sleep_Wake_Stability,BIO / Sleep circadian & restoration / Circadian entrainment,BIO,MED,,wearable_sensor,Wearable light sensor or phone ambient light (morning window),passive_daily_aggregate,Morning ambient light exposure minutes (light-detection window),minutes,1,past_day,medium
pseudoprofile_FTC_ID018,predictor,P04,,Sleep_Routine_Consistency,BIO / Sleep circadian & restoration / Sleep routines,BIO,MED,,EMA_self_report,Smartphone EMA app,end_of_day,Did you keep to your regular sleep schedule today? (1-9 Likert),1-9 Likert,1,today,medium
pseudoprofile_FTC_ID018,predictor,P05,,Evening_Social_Engagement,PSYCHO / Social / Evening engagement,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"In the last 2 hours, how engaged were you socially (in person or online)? (1-9)",1-9 Likert,2,since_last_prompt,medium
pseudoprofile_FTC_ID013,criterion,C01,,Increased alcohol use beyond intended,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Since last prompt, have you consumed drinks beyond what you had planned? (0-8)",0-8,3,since_last_prompt,high
pseudoprofile_FTC_ID013,criterion,C02,,Anticipatory urges/ preoccupation about drinking,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Since last prompt, how often did you think about drinking or anticipate the next opportunity? (0-8)",0-8,3,since_last_prompt,high
pseudoprofile_FTC_ID013,criterion,C03,,Perceived loss of voluntary control over drinking,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,Do you feel drinking is a choice in this moment? rate (0-8),0-8,3,since_last_prompt,high
pseudoprofile_FTC_ID013,criterion,C04,,Alcohol used as post-work coping/relaxation,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Since last prompt, to what extent did you use alcohol to unwind after work? (0-8)",0-8,3,since_last_prompt,high
pseudoprofile_FTC_ID013,criterion,C05,,Morning mood/energy impairment linked to drinking,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,morning_diary,How much did drinking yesterday affect your morning mood/energy? (0-8),0-8,1,yesterday,high
pseudoprofile_FTC_ID013,criterion,C06,,Worry/concern about current drinking,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Right now, how worried are you about your drinking pattern? (0-8)",0-8,3,since_last_prompt,high
pseudoprofile_FTC_ID013,criterion,C01_C02_C03_C04_C05_C06_targets,,Targets for C01–C06,,,LOW,unknown,other,n/a,other,Mapping across criteria for gVAR design,n/a,1,n/a,unknown
pseudoprofile_FTC_ID013,predictor,P01,,Mindful drinking practice,[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions > Mindful_Drinking_Practice,PSYCHO,HIGH,,EMA_self_report,Smartphone EMA app,momentary,"Since last prompt, how mindful were you during your last drinking opportunity? (0-8)",0-8,3,since_last_prompt,high
pseudoprofile_FTC_ID013,predictor,P02,,Alcohol-free social plan,[BIO] > nutrition_hydration_and_metabolic_health > alcohol_and_other_intake_modulation > *alcohol_free_social_plan,BIO,MED,,EMA_self_report,Smartphone EMA app,momentary,"Since last prompt, did you participate in an alcohol-free social plan? (0-8)",0-8,3,since_last_prompt,high
pseudoprofile_FTC_ID013,predictor,P03,,Coping_skills_training_use,[PSYCHO] > CBT_based_recovery_skills > coping_skills_training > *coping_with_social_pressure_without_use,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"Since last prompt, did you use a coping skill trained in CBT to resist drinking? (0-8)",0-8,3,since_last_prompt,high
pseudoprofile_FTC_ID013,predictor,P04,,Sleep routine regularity,[BIO] > Sleep_Circadian_and_Restoration > Sleep_Routines_and_Practices,BIO,MED,,EMA_self_report,Smartphone EMA app,morning_diary,Did you follow a regular sleep routine last night? (0-8),0-8,1,yesterday,high
pseudoprofile_FTC_ID013,predictor,P05,,Wearable-derived sleep quality,[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring,BIO,MED,,wearable_sensor,Wearable device,passive_daily_aggregate,Nightly sleep duration/quality (0-8) derived from wearable sensors,0-8,1,past_night,high
pseudoprofile_FTC_ID009,criterion,C01,custom,Social avoidance behavior,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Deliberately avoids or withdraws from social activities (e.g., declining invitations, not attending) because of interpersonal concerns. How much did you avoid social activities since the last prompt? (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID009,criterion,C02,custom,Belief 'I am annoying',,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Holds a persistent negative belief that one is annoying to others and expects others to react unfavorably. Since last prompt, how strongly do you feel this belief? (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID009,criterion,C03,custom,Post-event rumination about social remarks,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Engages in repetitive negative thoughts about things said in social situations, lasting up to ~48 hours. Since last prompt, to what extent did you ruminate about social remarks? (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID009,criterion,C04,custom,Plan cancellation frequency/impact,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Cancels or withdraws from planned social engagements. Since last prompt, to what extent did you cancel or withdraw? (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID009,criterion,C05,custom,Experienced loneliness from reduced social contact,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Feels lonely as a direct consequence of avoiding or cancelling social interactions. Since last prompt, how lonely did you feel? (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID009,criterion,C06,custom,Self-critical reaction to loneliness,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"When lonely, to what extent do you engage in self-criticism or derogatory appraisals? (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID009,predictor,P01,,Loneliness reduction action plan adherence,SOCIAL / Belonging / Loneliness_Reduction_Plans,SOCIAL,HIGH,,EMA_self_report,Smartphone EMA app,momentary,"Since the last prompt, to what extent did you implement actions from your loneliness-reduction plan? (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID009,predictor,P02,,Post-interaction rumination reduction coaching engagement,PSYCHO / cognitive_behavioral_therapies / Perseverative_Cognition_Interventions,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"Since the last prompt, did you engage in a coaching exercise to reduce post-interaction rumination? (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID009,predictor,P03,,Reengagement after isolation progress,SOCIAL / Social_Support_and_Belonging / Belonging_Isolation_And_Meaning,SOCIAL,MED,,EMA_self_report,Smartphone EMA app,momentary,"Since the last prompt, did you take a step to reengage socially? (1-9)",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID009,predictor,P04,,Sleep quality and circadian alignment,BIO / Sleep_Circadian_and_Restoration / Circadian_Entrainment,BIO,MED,,EMA_self_report,Smartphone EMA app,end_of_day,How well did your sleep schedule align with your desired routine yesterday? (1-9),1-9,1,yesterday,medium
pseudoprofile_FTC_ID009,predictor,P05,,Self-monitoring goals and feedback loop,PSYCHO / Personalization_Monitoring_and_Data_Feedback / Self_Assessment_and_Logs,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,Have you logged mood/social activity today and reviewed the feedback? (1-9),1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID016,criterion,C01,,Acute somatic symptom intensity and frequency,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Since the last prompt, how frequently have you experienced bodily symptoms and how intense were their peak symptoms?",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID016,criterion,C02,,Distress from symptom unpredictability,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Since the last prompt, how distressed did you feel when symptoms occurred without identifiable triggers?",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID016,criterion,C03,,Threat interpretation of bodily sensations,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,Do you interpret the current bodily sensations as dangerous or catastrophic?,1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID016,criterion,C04,,Low acceptance of medical reassurance / perceived invalidation,,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,How reassuring were medical test results/clinician assurances just now?,1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID016,criterion,C05,,Avoidance of leaving home / travel avoidance,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Today, to what extent did you avoid leaving home or traveling away from it due to fear of symptoms?",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID016,criterion,C06,,Interoceptive hypervigilance (attention to bodily sensations),,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,How focused are you on internal bodily signals right now?,1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID016,criterion,C07,,"Functional and emotional impact (annoyance, fear-driven interference)",,,MED,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"Overall, today how much have symptoms and related fears interfered with daily functioning (e.g., work, social activities) or caused emotional distress?",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID016,predictor,P01,,Threat interpretation reframing (cognitive appraisal target),[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring,PSYCHO,HIGH,,EMA_self_report,Smartphone EMA app,momentary,To what extent are you interpreting your current bodily sensations as dangerous or threatening?,1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID016,predictor,P02,,Interoceptive exposure engagement / interoceptive calibration,[PSYCHO] > Exposure_and_Inhibitory_Learning > Interoceptive_Exposure_Framework,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,How engaged have you been in interoceptive exposure or calibration exercises today?,1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID016,predictor,P03,,Medical reassurance integration,[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules > Medical_Reassurance_Integration,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,How much did today’s medical reassurance reduce your concern about symptoms?,1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID016,predictor,P04,,Avoidance/activation engagement (graded exposure),[PSYCHO] > Behavioral_Activation_and_Exposure > Graded_Exposure_Planning,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,To what extent did you engage in an outing or outside activity today despite symptoms?,1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID016,predictor,P05,,Distress tolerance coping engagement,[PSYCHO] > Third_Wave_and_Contextual_Therapies > DBT_Skills_Based_Therapy > Distress_Tolerance,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"How much did you use distress-tolerance coping today (e.g., grounding, breathing, self-soothing skills)?",1-9,6,since_last_prompt,high
pseudoprofile_FTC_ID023,criterion,C01,custom,High-frequency intrusive financial worry,,,HIGH,higher_is_worse,EMA_self_report,smartphone_app,momentary,"Since last prompt, on a 1-9 scale, how intrusive were your financial worries just now?",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID023,criterion,C02,custom,Catastrophic expectation about unexpected expenses,,,MED,higher_is_worse,EMA_self_report,smartphone_app,momentary,"Since last prompt, to what extent would an unplanned expense feel catastrophic on a 1-9 scale?",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID023,criterion,C03,custom,Chronic low-level physiological/affective arousal (panic),,,MED,higher_is_worse,EMA_self_report,smartphone_app,momentary,"Since last prompt, rate your arousal/panic intensity on a 1-9 scale.",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID023,criterion,C04,custom,Perceived inability to reliably meet basic expenses,,,MED,higher_is_worse,EMA_self_report,smartphone_app,momentary,"Since last prompt, how confident are you that you can meet your basic expenses today (rent/groceries) on a 1-9 scale?",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID023,criterion,C05,custom,Low confidence in financial resilience despite current adequacy,,,MED,higher_is_worse,EMA_self_report,smartphone_app,momentary,"Since last prompt, rate your confidence in your ability to cope with financial stressors on a 1-9 scale.",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID023,criterion,C06,custom,Future-oriented financial uncertainty,,,MED,higher_is_worse,EMA_self_report,smartphone_app,momentary,"Since last prompt, rate your worry about the future financial situation on a 1-9 scale.",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID023,predictor,P01,,Worry management and planning (CBT-based),'[PSYCHO] > Cognitive_Behavioral_Therapies > Perseverative_Cognition_Interventions',PSYCHO,HIGH,,EMA_self_report,smartphone_app,momentary,"Since last prompt, on a 1-9 scale, how much have you been able to contain or reframe financial worries?",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID023,predictor,P02,,Budgeting support engagement (financial care navigation),'[SOCIAL] > Socioeconomic_and_Material_Resource_Solutions > Budgeting_Support_Service',SOCIAL,MED,,EMA_self_report,smartphone_app,momentary,"Since last prompt, how confident are you in managing finances to cover upcoming essentials (rent, groceries) on a 1-9 scale?",1-9,4,since_last_prompt,medium
pseudoprofile_FTC_ID023,predictor,P03,,Arousal regulation (breathing/mindfulness),'[PSYCHO] > Third_Wave_and_Contextual_Therapies / Mindfulness_Based_Interventions',PSYCHO,MED,,EMA_self_report,smartphone_app,momentary,"Since last prompt, rate your current arousal or anxiety level on a 1-9 scale.",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID023,predictor,P04,,Sleep circadian optimization (sleep routines),'[BIO] > Sleep_Circadian_and_Restoration > Sleep_Routines_and_Practices',BIO,MED,,EMA_self_report,smartphone_app,morning_diary,"Yesterday night, how would you rate your sleep quality on a 1-9 scale?",1-9,1,last_night,medium
pseudoprofile_FTC_ID023,predictor,P05,,Social connection/safety plan (resources & support),'[SOCIAL] > Social_Support_and_Belonging > Network_Building_And_Maintenance',SOCIAL,MED,,EMA_self_report,smartphone_app,momentary,"Since last prompt, rate your perceived social support and access to resources on a 1-9 scale.",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID044,criterion,C01,,Frequency of 'what if'/hypothetical thoughts,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"In the past 24 hours, how many separate episodes of sustained hypothetical 'what if' thinking about future adverse events did you have? An episode is a chain of thoughts lasting more than 2 minutes.","0-9 scale (0 = none, 9 = many)",5,since_last_prompt,high
pseudoprofile_FTC_ID044,criterion,C02,,Difficulty disengaging/rumination persistence,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,"In the past 24 hours, to what extent were you unable to stop or redirect your attention away from the hypothetical worry thoughts once they started? (1 = not at all, 9 = extremely unable)",1-9 Likert,5,since_last_prompt,high
pseudoprofile_FTC_ID044,criterion,C03,,Breadth of worry topics (multiple life domains),,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,How many distinct life domains were referenced in spontaneous worry in the past 24 hours? (1–9 domains),1-9 Likert-like count,5,since_last_prompt,high
pseudoprofile_FTC_ID044,criterion,C04,,Perceived usefulness of worry as preparation,,,HIGH,higher_is_better,EMA_self_report,Smartphone EMA app,momentary,"To what extent do you believe running through worst-case scenarios helps you prepare or avoid negative outcomes? (1 = not at all, 9 = very much)",1-9 Likert,5,since_last_prompt,high
pseudoprofile_FTC_ID044,criterion,C05,,Emotional distress caused by the worry,,,HIGH,higher_is_worse,EMA_self_report,Smartphone EMA app,momentary,Intensity of negative mood or distress directly attributed to engaging in the 'what if' thoughts (self-rated unpleasantness or misery while worrying).,1-9 Likert,5,since_last_prompt,high
pseudoprofile_FTC_ID044,predictor,P01,,Mindfulness/defusion practices,PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / *worry_rumination_postponement,PSYCHO,HIGH,,EMA_self_report,Smartphone EMA app,momentary,"Today, how often did you intentionally practice a mindfulness or cognitive defusion technique (e.g., observing thoughts, defusion, labeling)?",1-9,5,past_24_hours,high
pseudoprofile_FTC_ID044,predictor,P02,,Metacognitive beliefs modification for worry,PSYCHO / cognitive_behavioral_therapies / perseverative_cognition_interventions / metacognitive_beliefs / challenge_meta_beliefs / *meta_worry_challenge,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"Today, to what extent did you notice and challenge beliefs about worry (e.g., 'worrying helps me prepare')?",1-9,5,past_24_hours,high
pseudoprofile_FTC_ID044,predictor,P03,,Worry scheduling and behavioral activation,PSYCHO / change_process_and_therapeutic_phases / skill_acquisition / cognitive_and_attentional_skill_building / *worry_rumination_discrimination_practice,PSYCHO,MED,,EMA_self_report,Smartphone EMA app,momentary,"Today, did you schedule a specific worry period or engage in a worry-related activation task? (0/1)","1-9 Likert (0 = none, 9 = multiple)",5,since_last_prompt,high
pseudoprofile_FTC_ID044,predictor,P04,,Sleep routines and circadian regularity,BIO / Sleep_Circadian_and_Restoration / Sleep_Routines_and_Practices,BIO,MED,,EMA_self_report,Smartphone morning_diary,morning_diary,How consistent was your sleep-wake schedule yesterday and last night? (1-9),1-9,1,yesterday_night,high
pseudoprofile_FTC_ID044,predictor,P05,,Aerobic exercise frequency,BIO / Movement_Physical_Function_and_Somatic_Care / Aerobic_and_Cardiorespiratory_Movement,BIO,MED,,EMA_self_report,Smartphone EMA app,momentary,"Today, how many minutes did you engage in aerobic exercise (roughly)? (0–60+ minutes; report in 1–9 scale by adherence)",1-9 (adherence proxy for minutes),5,since_last_prompt,high
pseudoprofile_FTC_ID014,criterion,C01,custom,Intrusive visual replay of the incident,,,HIGH,unknown,EMA_self_report,mobile_app,momentary,How frequently and intensely do you experience involuntary visual or sensory re-experiencing of the boss-yelling scene?,0-9 Likert,4,since_last_prompt,medium
pseudoprofile_FTC_ID014,criterion,C02,custom,Persistent thinking/rumination about the event,,,HIGH,unknown,EMA_self_report,mobile_app,momentary,How strongly are you dwelling on the event in your thoughts right now?,0-9 Likert,4,since_last_prompt,medium
pseudoprofile_FTC_ID014,criterion,C03,custom,Acute physiological reaction to feedback,,,HIGH,unknown,EMA_self_report,mobile_app,momentary,"How intense is your bodily reaction (e.g., stomach drop) to feedback or evaluative cues?",0-9 Likert,4,since_last_prompt,medium
pseudoprofile_FTC_ID014,criterion,C04,custom,Anticipatory fear of humiliation,,,MED,unknown,EMA_self_report,mobile_app,momentary,How strong is your expectation that future feedback or social interactions will lead to public humiliation or shame?,0-9 Likert,4,since_last_prompt,medium
pseudoprofile_FTC_ID014,criterion,C05,custom,Lowered threshold for perceiving criticism,,,MED,unknown,EMA_self_report,mobile_app,momentary,How often do you interpret minor or neutral feedback as threatening or highly critical?,0-9 Likert,4,since_last_prompt,medium
pseudoprofile_FTC_ID014,predictor,P01,,Sleep_Circadian_Entraining_Behavior,'[BIO] Sleep_Circadian > Circadian_Entrainment',BIO,HIGH,,passive_phone_sensor,phone_analytics_sleep,passive_daily_aggregate,"Circadian entrainment proxy: sleep onset time, wake time, duration, and regularity per day; aggregated to daily metrics",hours,1,past 24 hours,low
pseudoprofile_FTC_ID014,predictor,P02,,Digital_Tools_and_Supports_Usage,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Digital_Tools_and_Supports',PSYCHO,MED,,EMA_self_report,mobile_app,momentary,"In the past 15 minutes, rate your use of digital tools for mood regulation (apps, prompts, CBT tools) on a 0-9 scale",0-9,4,since_last_prompt,medium
pseudoprofile_FTC_ID014,predictor,P03,,Mindfulness_Practices_and_Decentering,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',PSYCHO,MED,,EMA_self_report,mobile_app,momentary,"In the past 15 minutes, rate your engagement in mindful noticing or decentering (0-9)",0-9,4,since_last_prompt,medium
pseudoprofile_FTC_ID014,predictor,P04,,Exposure_Practice_and_Social_Feedback_Safety,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > ACT_Contextual_Behavioral_Therapy',PSYCHO,MED,,EMA_self_report,mobile_app,momentary,"In the past 15 minutes, rate your engagement in exposure practice or approaching social feedback (0-9)",0-9,4,since_last_prompt,medium
pseudoprofile_FTC_ID014,predictor,P05,,Social_Support_and_Belonging_Engagement,'[SOCIAL] > Social_Support_and_Belonging > Network_Building_And_Maintenance',SOCIAL,MED,,EMA_self_report,mobile_app,momentary,"In the past 15 minutes, rate reaching out to someone for support (0-9)",0-9,4,since_last_prompt,medium
pseudoprofile_FTC_ID011,criterion,C01,custom,Failure to accept memory of locking,,,HIGH,higher_is_worse,EMA_self_report,smartphone_EMA_app,momentary,"Right after locking, rate your doubt about memory that you locked the door (1-9).",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID011,criterion,C02,custom,Compulsive checking repetitions,,,HIGH,higher_is_worse,EMA_self_report,smartphone_EMA_app,momentary,"Since leaving, rate the urge to re-check the door (1-9).",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID011,criterion,C03,custom,Difficulty resisting the urge to re-check,,,HIGH,higher_is_worse,EMA_self_report,smartphone_EMA_app,momentary,"Right before acting on doubt, rate how difficult it was to resist re-checking (1-9).",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID011,criterion,C04,custom,Time cost (lateness),,,HIGH,higher_is_worse,EMA_self_report,smartphone_EMA_app,momentary,"In the most recent leaving episode, how late were you due to checking? (1-9 scale; 1 = no lateness).",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID011,criterion,C05,custom,Embarrassment in social context,,,MED,higher_is_worse,EMA_self_report,smartphone_EMA_app,momentary,"Since the last leaving episode, rate your level of embarrassment or social discomfort (1-9).",1-9,4,since_last_prompt,high
pseudoprofile_FTC_ID011,criterion,C06,custom,Self-directed irritation/negative self-evaluation,,,MED,higher_is_worse,EMA_self_report,smartphone_EMA_app,momentary,"After the checking episode, rate your level of irritation or negative self-evaluation (1-9).",1-9,4,since_last_prompt,high
